accession,start,stop,strand,geneID,locus,locus_tag,protein_product,length,protein_name
NW_007930836.1,355730,356744,-,19883134,,BBA_00122,XP_008593441.1,295,rRNA-processing protein UTP23
NW_007930836.1,357091,358248,-,19883135,,BBA_00123,XP_008593442.1,385,geranylgeranyl pyrophosphate synthetase
NW_007930836.1,358719,360065,-,19883136,,BBA_00124,XP_008593443.1,407,rRNA-processing protein UTP23
NW_007930836.1,362632,368584,+,19883137,,BBA_00125,XP_008593444.1,990,PH domain-containing protein
NW_007930836.1,369658,373338,+,19883138,,BBA_00126,XP_008593445.1,1178,"protein kinase, putative"
NW_007930836.1,374371,377320,-,19883139,,BBA_00127,XP_008593446.1,932,hypothetical protein BBA_00127
NW_007930836.1,377751,380186,-,19883140,,BBA_00128,XP_008593447.1,747,oligosaccharyl transferase STT3 subunit
NW_007930836.1,381016,381507,-,19883141,,BBA_00129,XP_008593448.1,92,ATP synthase subunit E
NW_007930836.1,382087,384236,+,19883142,,BBA_00130,XP_008593449.1,697,WD domain-containing protein
NW_007930836.1,384809,386272,-,19883143,,BBA_00131,XP_008593450.1,301,RNA recognition domain-containing protein
NW_007930836.1,386775,387826,+,19883144,,BBA_00132,XP_008593451.1,332,hypothetical protein BBA_00132
NW_007930836.1,388013,390211,-,19883145,,BBA_00133,XP_008593452.1,732,DEAD/DEAH box helicase
NW_007930836.1,390622,391229,+,19883146,,BBA_00134,XP_008593453.1,158,mitochondrial ribosomal protein MRPL25
NW_007930836.1,391624,392157,+,19883147,,BBA_00135,XP_008593454.1,177,CSL zinc finger protein
NW_007930836.1,392507,393532,-,19883148,,BBA_00136,XP_008593455.1,283,TH14-3-3 protein
NW_007930836.1,396495,397004,+,19883149,,BBA_00137,XP_008593456.1,98,"mitochondrial ATPase inhibitor, putative"
NW_007930836.1,397279,399447,-,19883150,,BBA_00138,XP_008593457.1,704,nuclear pore glycoprotein p62
NW_007930836.1,400740,402105,+,19883151,,BBA_00139,XP_008593458.1,417,hypothetical protein BBA_00139
NW_007930836.1,403673,405258,+,19883152,,BBA_00140,XP_008593459.1,512,eukaryotic translation initiation factor 2 subunit gamma
NW_007930836.1,406623,408684,-,19883153,,BBA_00141,XP_008593460.1,648,hypothetical protein BBA_00141
NW_007930836.1,410540,411720,+,19883154,,BBA_00142,XP_008593461.1,373,glycosyltransferase family 62
NW_007930836.1,412600,414179,-,19883155,,BBA_00143,XP_008593462.1,325,ubiquitin-conjugating enzyme
NW_007930836.1,415281,416591,+,19883156,,BBA_00144,XP_008593463.1,368,hypothetical protein BBA_00144
NW_007930836.1,418157,418687,-,19883157,,BBA_00145,XP_008593464.1,176,prenylated Rab acceptor 1
NW_007930836.1,421381,423528,-,19883158,,BBA_00146,XP_008593465.1,715,ELMO/CED-12 family protein
NW_007930836.1,425367,426164,-,19883159,,BBA_00147,XP_008593466.1,215,cutinase-2 protein
NW_007930836.1,428313,430267,+,19883160,,BBA_00148,XP_008593467.1,563,homeobox domain-containing protein
NW_007930836.1,431727,433778,-,19883161,,BBA_00149,XP_008593468.1,683,ATP-NAD kinase
NW_007930836.1,436466,437431,-,19883162,,BBA_00150,XP_008593469.1,273,exosome complex subunit Rrp46
NW_007930836.1,439028,440359,+,19883163,,BBA_00151,XP_008593470.1,443,phosphotyrosyl phosphate activator protein
NW_007930841.1,31807,34020,+,19885768,,BBA_02756,XP_008596075.1,717,TPR Domain containing protein
NW_007930841.1,34519,35655,-,19885769,,BBA_02757,XP_008596076.1,338,aldo-keto reductase yakc
NW_007930841.1,37018,38038,+,19885770,,BBA_02758,XP_008596077.1,306,hypothetical protein BBA_02758
NW_007930841.1,40434,41379,+,19885771,,BBA_02759,XP_008596078.1,295,hypothetical protein BBA_02759
NW_007930841.1,43172,44791,+,19885772,,BBA_02760,XP_008596079.1,539,Beta-lactamase-type transpeptidase
NW_007930841.1,46815,48303,+,19885773,,BBA_02761,XP_008596080.1,454,"Major facilitator superfamily, general substrate transporter"
NW_007930841.1,48459,50370,-,19885774,,BBA_02762,XP_008596081.1,542,sugar transporter
NW_007930841.1,51913,52255,-,19885775,,BBA_02763,XP_008596082.1,101,hypothetical protein BBA_02763
NW_007930841.1,52710,54120,-,19885776,,BBA_02764,XP_008596083.1,304,phenazine biosynthesis-like protein
NW_007930841.1,54971,55783,-,19885777,,BBA_02765,XP_008596084.1,233,DJ-1/PfpI family protein
NW_007930841.1,57977,59074,+,19885778,,BBA_02766,XP_008596085.1,347,BTB domain transcription factor
NW_007930841.1,59865,60355,-,19885779,,BBA_02767,XP_008596086.1,145,hypothetical protein BBA_02767
NW_007930841.1,62295,64234,+,19885780,,BBA_02768,XP_008596087.1,541,multicopper oxidase
NW_007930841.1,64407,65597,-,19885781,,BBA_02769,XP_008596088.1,396,taurine catabolism dioxygenase TauD
NW_007930841.1,66181,67648,+,19885782,,BBA_02770,XP_008596089.1,466,DUF895 domain membrane protein
NW_007930841.1,68486,70306,+,19885783,,BBA_02771,XP_008596090.1,399,CMGC/DYRK protein kinase
NW_007930841.1,72169,72656,+,19885784,,BBA_02772,XP_008596091.1,112,small secreted protein
NW_007930841.1,73058,79606,-,19885785,,BBA_02773,XP_008596092.1,2119,glutamate synthase
NW_007930841.1,85509,87223,+,19885786,,BBA_02774,XP_008596093.1,514,C6 zinc finger domain protein
NW_007930841.1,87363,89086,-,19885787,,BBA_02775,XP_008596094.1,489,Amine oxidase
NW_007930841.1,89969,91969,+,19885788,,BBA_02776,XP_008596095.1,529,choline transport protein
NW_007930841.1,92354,93569,+,19885789,,BBA_02777,XP_008596096.1,384,hypothetical protein BBA_02777
NW_007930841.1,94025,96273,-,19885790,,BBA_02778,XP_008596097.1,409,SNARE domain-containing protein
NW_007930841.1,96708,97205,-,19885791,,BBA_02779,XP_008596098.1,122,hypothetical protein BBA_02779
NW_007930841.1,97754,98379,-,19885792,,BBA_02780,XP_008596099.1,188,hypothetical protein BBA_02780
NW_007930841.1,102217,104200,+,19885793,,BBA_02781,XP_008596100.1,582,WSC domain-containing protein
NW_007930841.1,104370,106778,-,19885794,,BBA_02782,XP_008596101.1,802,glycoside hydrolase family 31
NW_007930841.1,107398,108490,-,19885795,,BBA_02783,XP_008596102.1,169,hypothetical protein BBA_02783
NW_007930841.1,109965,110775,-,19885796,,BBA_02784,XP_008596103.1,234,hypothetical protein BBA_02784
NW_007930841.1,112014,113186,+,19885797,,BBA_02785,XP_008596104.1,390,hypothetical protein BBA_02785
NW_007930841.1,113623,115883,-,19885798,,BBA_02786,XP_008596105.1,701,apopolysialoglycoprotein
NW_007930841.1,116453,117083,-,19885799,,BBA_02787,XP_008596106.1,105,complex 1 protein
NW_007930841.1,117601,119264,-,19885800,,BBA_02788,XP_008596107.1,452,WD domain-containing protein
NW_007930841.1,122319,124466,+,19885801,,BBA_02789,XP_008596108.1,715,hypothetical protein BBA_02789
NW_007930841.1,125547,127447,-,19885802,,BBA_02790,XP_008596109.1,609,hypothetical protein BBA_02790
NW_007930841.1,130275,131662,+,19885803,,BBA_02791,XP_008596110.1,425,Batten\\'s disease protein Cln3
NW_007930841.1,132111,133050,-,19885804,,BBA_02792,XP_008596111.1,295,hypothetical protein BBA_02792
NW_007930841.1,133984,139332,+,19885805,,BBA_02793,XP_008596112.1,1764,ankyrin repeat domain-containing protein 28
NW_007930841.1,140260,141807,+,19885806,,BBA_02794,XP_008596113.1,451,caspase domain-containing protein
NW_007930836.1,440946,442502,-,19883164,,BBA_00152,XP_008593471.1,518,hypothetical protein BBA_00152
NW_007930836.1,449807,451058,-,19883165,,BBA_00153,XP_008593472.1,346,carbohydrate kinase
NW_007930836.1,451742,454044,-,19883166,,BBA_00154,XP_008593473.1,549,ATP synthase alpha chain
NW_007930836.1,456700,457281,-,19883167,,BBA_00155,XP_008593474.1,173,60S ribosomal protein L11
NW_007930836.1,457639,458577,+,19883168,,BBA_00156,XP_008593475.1,205,LSM domain-containing protein
NW_007930836.1,458951,459763,-,19883169,,BBA_00157,XP_008593476.1,231,DnaJ domain-containing protein
NW_007930836.1,460887,462018,-,19883170,,BBA_00158,XP_008593477.1,321,thioredoxin-like protein
NW_007930836.1,462812,466262,+,19883171,,BBA_00159,XP_008593478.1,1050,hypothetical protein BBA_00159
NW_007930836.1,466529,467921,-,19883172,,BBA_00160,XP_008593479.1,226,hypothetical protein BBA_00160
NW_007930836.1,474040,478974,+,19883173,,BBA_00161,XP_008593480.1,1562,RhoGAP domain-containing protein
NW_007930836.1,480325,483012,+,19883174,,BBA_00162,XP_008593481.1,895,C6 transcription factor
NW_007930836.1,484066,484950,-,19883175,,BBA_00163,XP_008593482.1,294,hypothetical protein BBA_00163
NW_007930836.1,488963,490680,-,19883176,,BBA_00164,XP_008593483.1,551,WLM domain-containing protein
NW_007930836.1,491080,493572,-,19883177,,BBA_00165,XP_008593484.1,830,sulfate permease
NW_007930836.1,495826,497488,+,19883178,,BBA_00166,XP_008593485.1,497,TBC domain-containing protein
NW_007930836.1,498117,499655,-,19883179,,BBA_00167,XP_008593486.1,512,hemolysin-III family protein
NW_007930836.1,500472,501228,+,19883180,,BBA_00168,XP_008593487.1,209,fms interacting protein
NW_007930836.1,503292,504860,+,19883181,,BBA_00169,XP_008593488.1,463,FKBP-type peptidyl-prolyl cis-trans isomerase
NW_007930836.1,505509,508098,+,19883182,,BBA_00170,XP_008593489.1,815,serine/threonine-protein kinase cbk1
NW_007930836.1,509005,510510,+,19883183,,BBA_00171,XP_008593490.1,437,"serine/threonine protein kinase, putative"
NW_007930836.1,510792,515047,-,19883184,,BBA_00172,XP_008593491.1,1142,glycoside hydrolase family 38
NW_007930836.1,516143,518918,+,19883185,,BBA_00173,XP_008593492.1,904,MutS domain V
NW_007930836.1,519382,520539,-,19883186,,BBA_00174,XP_008593493.1,331,60S acidic ribosomal protein P0
NW_007930836.1,521036,522784,+,19883187,,BBA_00175,XP_008593494.1,527,WD repeat domain-containing protein
NW_007930836.1,523400,524827,-,19883188,,BBA_00176,XP_008593495.1,420,DnaJ domain-containing protein
NW_007930836.1,526873,528858,-,19883189,,BBA_00177,XP_008593496.1,628,CAP-Gly domain-containing protein
NW_007930836.1,529875,533298,-,19883190,,BBA_00178,XP_008593497.1,1066,valyl-tRNA synthetase
NW_007930836.1,533935,535343,+,19883191,,BBA_00179,XP_008593498.1,450,hypothetical protein BBA_00179
NW_007930836.1,535520,538890,-,19883192,,BBA_00180,XP_008593499.1,932,DEAD/DEAH box helicase
NW_007930836.1,543865,550509,+,19883193,,BBA_00181,XP_008593500.1,1776,BAH/PHD-containing protein
NW_007930836.1,551092,551430,+,19883194,,BBA_00182,XP_008593501.1,112,hypothetical protein BBA_00182
NW_007930836.1,553452,555406,+,19883195,,BBA_00183,XP_008593502.1,591,major facilitator superfamily transporter
NW_007930836.1,555719,558519,-,19883196,,BBA_00184,XP_008593503.1,914,Nop14-like family protein
NW_007930836.1,560252,562294,-,19883197,,BBA_00185,XP_008593504.1,680,arsenite resistance protein Ars2
NW_007930836.1,565917,566684,+,19883198,,BBA_00186,XP_008593505.1,255,hypothetical protein BBA_00186
NW_007930836.1,567024,568773,-,19883199,,BBA_00187,XP_008593506.1,442,26S proteasome subunit P45 family protein
NW_007930836.1,568984,570755,+,19883200,,BBA_00188,XP_008593507.1,534,T-complex protein 1
NW_007930836.1,571042,571540,+,19883201,,BBA_00189,XP_008593508.1,119,hypothetical protein BBA_00189
NW_007930836.1,571921,572311,-,19883202,,BBA_00190,XP_008593509.1,72,COX17 protein
NW_007930841.1,142047,144301,-,19885807,,BBA_02795,XP_008596114.1,636,vacuolar calcium ion transporter
NW_007930841.1,147126,147995,+,19885808,,BBA_02796,XP_008596115.1,256,"GNAT family acetyltransferase, putative"
NW_007930841.1,148298,149445,-,19885809,,BBA_02797,XP_008596116.1,357,"Serine family amino acid catabolism-related protein, putative"
NW_007930841.1,149918,150749,+,19885810,,BBA_02798,XP_008596117.1,241,hypothetical protein BBA_02798
NW_007930841.1,151117,151942,-,19885811,,BBA_02799,XP_008596118.1,237,hypothetical protein BBA_02799
NW_007930841.1,152679,153357,-,19885812,,BBA_02800,XP_008596119.1,183,"phosphoglycerate mutase family protein, putative"
NW_007930841.1,155853,158564,+,19885813,,BBA_02801,XP_008596120.1,703,glutamine-dependent NAD(+) synthetase synthase
NW_007930841.1,159072,161893,-,19885814,,BBA_02802,XP_008596121.1,776,fungal specific transcription factor
NW_007930841.1,162876,164236,-,19885815,,BBA_02803,XP_008596122.1,429,fumarylacetoacetase-like protein
NW_007930841.1,165532,167208,-,19885816,,BBA_02804,XP_008596123.1,540,TRAUB domain-containing protein
NW_007930841.1,167558,168654,+,19885817,,BBA_02805,XP_008596124.1,296,nucleotide binding protein
NW_007930841.1,168989,169959,-,19885818,,BBA_02806,XP_008596125.1,283,splicing factor Spf30
NW_007930841.1,171064,172698,+,19885819,,BBA_02807,XP_008596126.1,544,hypothetical protein BBA_02807
NW_007930841.1,173162,175300,-,19885820,,BBA_02808,XP_008596127.1,692,ABC1 family protein
NW_007930841.1,175770,176922,+,19885821,,BBA_02809,XP_008596128.1,340,cytochrome c/c1 heme lyase
NW_007930841.1,177719,179389,+,19885822,,BBA_02810,XP_008596129.1,556,suppressor protein SRP40
NW_007930841.1,179524,181351,-,19885823,,BBA_02811,XP_008596130.1,543,penicillin-binding protein
NW_007930841.1,182056,183541,-,19885824,,BBA_02812,XP_008596131.1,473,NADH-ubiquinone oxidoreductase 30.4 kDa subunit
NW_007930841.1,187186,188235,+,19885825,,BBA_02813,XP_008596132.1,330,putative 2-oxoglutarate/malate translocator
NW_007930841.1,188688,191207,+,19885826,,BBA_02814,XP_008596133.1,839,Rad4 transglutaminase-like domain-containing protein
NW_007930841.1,192707,198076,+,19885827,,BBA_02815,XP_008596134.1,1789,ABC transporter
NW_007930841.1,198812,203068,-,19885828,,BBA_02816,XP_008596135.1,1401,putative phytochrome-like histidine kinase PHY1p
NW_007930841.1,217277,218815,+,19885829,,BBA_02817,XP_008596136.1,477,copper fist DNA binding domain-containing protein
NW_007930841.1,220628,223160,-,19885830,,BBA_02818,XP_008596137.1,631,hypothetical protein BBA_02818
NW_007930841.1,223834,224289,-,19885831,,BBA_02819,XP_008596138.1,151,endoribonuclease L-PSP
NW_007930841.1,225029,226060,+,19885832,,BBA_02820,XP_008596139.1,343,homoserine O-acetyltransferase
NW_007930841.1,226115,227860,-,19885833,,BBA_02821,XP_008596140.1,562,amidase-like protein
NW_007930841.1,228148,229305,-,19885834,,BBA_02822,XP_008596141.1,296,Cytochrome P450 CYP504E5
NW_007930841.1,229763,231542,-,19885835,,BBA_02823,XP_008596142.1,555,Cytochrome P450 CYP504E1
NW_007930841.1,231898,232806,+,19885836,,BBA_02824,XP_008596143.1,247,short chain dehydrogenase
NW_007930841.1,233313,234962,-,19885837,,BBA_02825,XP_008596144.1,549,proline transporter
NW_007930841.1,236941,239270,-,19885838,,BBA_02826,XP_008596145.1,735,C6 finger domain protein
NW_007930841.1,239994,241306,+,19885839,,BBA_02827,XP_008596146.1,310,methyltransferase domain-containing protein
NW_007930841.1,241361,245163,+,19885840,,BBA_02828,XP_008596147.1,1115,exonuclease-like protein
NW_007930841.1,246274,247361,-,19885841,,BBA_02829,XP_008596148.1,341,casein kinase II regulatory subunit
NW_007930841.1,248256,248894,+,19885842,,BBA_02830,XP_008596149.1,212,JmjC domain-containing protein
NW_007930841.1,249010,250625,-,19885843,,BBA_02831,XP_008596150.1,520,RanGTP-binding protein
NW_007930841.1,251298,253528,+,19885844,,BBA_02832,XP_008596151.1,709,elongation factor Tu GTP binding domain-containing protein
NW_007930836.1,574412,575769,+,19883203,,BBA_00191,XP_008593510.1,434,hypothetical protein BBA_00191
NW_007930836.1,575965,577084,-,19883204,,BBA_00192,XP_008593511.1,215,Ribonuclease H1
NW_007930836.1,582582,584636,+,19883205,,BBA_00193,XP_008593512.1,684,galactose oxidase precursor
NW_007930836.1,587879,589303,-,19883206,,BBA_00194,XP_008593513.1,474,hypothetical protein BBA_00194
NW_007930836.1,589723,591214,-,19883207,,BBA_00195,XP_008593514.1,447,mannitol 1-phosphate dehydrogenase
NW_007930836.1,592152,592919,-,19883208,,BBA_00196,XP_008593515.1,192,tat pathway signal sequence
NW_007930836.1,593805,594461,+,19883209,,BBA_00197,XP_008593516.1,218,hypothetical protein BBA_00197
NW_007930836.1,595755,597031,-,19883210,,BBA_00198,XP_008593517.1,285,cellobiose dehydrogenase
NW_007930836.1,598393,598748,-,19883211,,BBA_00199,XP_008593518.1,99,hypothetical protein BBA_00199
NW_007930836.1,599873,600134,+,19883212,,BBA_00200,XP_008593519.1,59,hypothetical protein BBA_00200
NW_007930836.1,601443,602224,+,19883213,,BBA_00201,XP_008593520.1,225,hypothetical protein BBA_00201
NW_007930836.1,603132,604075,-,19883214,,BBA_00202,XP_008593521.1,269,2OG-Fe(II) oxygenase family Oxidoreductase
NW_007930836.1,604554,607001,+,19883215,,BBA_00203,XP_008593522.1,815,prolyl oligopeptidase family
NW_007930836.1,609662,610897,-,19883216,,BBA_00204,XP_008593523.1,392,cyclin domain-containing protein
NW_007930836.1,615510,616403,+,19883217,,BBA_00205,XP_008593524.1,226,hypothetical protein BBA_00205
NW_007930836.1,623342,623732,+,19883218,,BBA_00206,XP_008593525.1,62,hypothetical protein BBA_00206
NW_007930836.1,631395,633122,-,19883219,,BBA_00207,XP_008593526.1,534,cation diffusion facilitator family transporter
NW_007930836.1,638137,639079,-,19883220,,BBA_00208,XP_008593527.1,255,40S ribosomal protein S2
NW_007930836.1,639717,640770,-,19883221,,BBA_00209,XP_008593528.1,333,thiosulfate sulfurtransferase
NW_007930836.1,641537,642007,+,19883222,,BBA_00210,XP_008593529.1,98,anaphase-promoting complex subunit 11
NW_007930836.1,642160,643524,-,19883223,,BBA_00211,XP_008593530.1,372,"integral membrane protein, putative"
NW_007930836.1,647413,648831,+,19883224,,BBA_00212,XP_008593531.1,472,proline dehydrogenase
NW_007930836.1,649237,650332,-,19883225,,BBA_00213,XP_008593532.1,334,nitrilotriacetate monooxygenase component B
NW_007930836.1,651325,653581,+,19883226,,BBA_00214,XP_008593533.1,706,fungal specific transcription factor
NW_007930836.1,653869,656523,-,19883227,,BBA_00215,XP_008593534.1,570,serine/threonine-protein kinase chk1
NW_007930836.1,656751,657454,+,19883228,,BBA_00216,XP_008593535.1,191,ubiquitin-conjugating enzyme
NW_007930836.1,658230,658866,-,19883229,,BBA_00217,XP_008593536.1,122,60S ribosomal protein L31
NW_007930836.1,659749,661008,+,19883230,,BBA_00218,XP_008593537.1,364,regulator of G-protein signaling domain-containing protein
NW_007930836.1,661895,662847,-,19883231,,BBA_00219,XP_008593538.1,289,PCI domain-containing protein
NW_007930836.1,665111,668756,+,19883232,,BBA_00220,XP_008593539.1,1199,CLAP1-like protein
NW_007930836.1,669281,670983,-,19883233,,BBA_00221,XP_008593540.1,525,Cytochrome P450 CYP51F1
NW_007930836.1,671971,673275,-,19883234,,BBA_00222,XP_008593541.1,416,hypothetical protein BBA_00222
NW_007930836.1,674592,675023,-,19883235,,BBA_00223,XP_008593542.1,84,hypothetical protein BBA_00223
NW_007930836.1,675401,676686,-,19883236,,BBA_00224,XP_008593543.1,300,fructosamine Kinase PKL/CAK/FruK
NW_007930836.1,677496,678050,+,19883237,,BBA_00225,XP_008593544.1,184,hypothetical protein BBA_00225
NW_007930836.1,678532,679001,+,19883238,,BBA_00226,XP_008593545.1,129,hypothetical protein BBA_00226
NW_007930836.1,679792,681246,-,19883239,,BBA_00227,XP_008593546.1,448,cutinase negative acting protein
NW_007930836.1,681702,682168,+,19883240,,BBA_00228,XP_008593547.1,127,NADH-ubiquinone oxidoreductase 12 kDa subunit
NW_007930836.1,682577,683255,+,19883241,,BBA_00229,XP_008593548.1,195,mitochondrial ribosomal protein subunit L37
